case_id,generator_model_id,condition,target_category,trace_size,word_count,trace_support_rate,full_kb_support_rate,unsupported_item_fact_rate,trace_supported_claims_per_100_words
case-4fefdf24a68b89c7,gemma4:12b,rule_rag,outerwear,1,57,0.0,0.0,,0.0
case-387b5c3c187dc9e5,gemma4:12b,no_rag,outerwear,1,62,0.0,0.0,,0.0
case-387b5c3c187dc9e5,gemma4:12b,rule_rag,outerwear,1,64,0.0,0.0,,0.0
case-eecf57d0129b6729,gemma4:12b,no_rag,outerwear,2,59,0.16666666666666666,0.16666666666666666,,1.694915254237288
case-eecf57d0129b6729,gemma4:12b,rule_rag,outerwear,2,65,0.0,0.0,,0.0
case-da5e8a8783a81611,gemma4:12b,no_rag,outerwear,1,65,0.0,0.0,,0.0
case-da5e8a8783a81611,gemma4:12b,rule_rag,outerwear,1,58,0.0,0.0,,0.0
case-ed465659b2d28ba7,gemma4:12b,no_rag,bags,1,65,0.0,0.0,0.0,0.0
case-ed465659b2d28ba7,gemma4:12b,rule_rag,bags,1,64,0.3333333333333333,0.3333333333333333,,1.5625
case-45adf9f5cc53f44e,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-45adf9f5cc53f44e,gemma4:12b,rule_rag,bags,1,56,0.6666666666666666,0.6666666666666666,,3.5714285714285716
case-2329e43c1f95d833,gemma4:12b,no_rag,bags,1,63,0.2,0.2,,1.5873015873015872
case-2329e43c1f95d833,gemma4:12b,rule_rag,bags,1,64,0.25,0.25,,1.5625
case-b60b460e7c8a1415,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-b60b460e7c8a1415,gemma4:12b,rule_rag,bags,1,70,0.6666666666666666,0.6666666666666666,,2.857142857142857
case-402050210c12fc18,gemma4:12b,no_rag,bags,1,62,0.0,0.0,0.0,0.0
case-402050210c12fc18,gemma4:12b,rule_rag,bags,1,59,0.5,0.5,0.0,3.389830508474576
case-b1233900f3207045,gemma4:12b,no_rag,bags,1,63,0.2222222222222222,0.2222222222222222,0.0,3.1746031746031744
case-b1233900f3207045,gemma4:12b,rule_rag,bags,1,65,0.0,0.0,0.0,0.0
case-8cbc521b744b945d,gemma4:12b,no_rag,bags,1,69,0.0,0.0,,0.0
case-8cbc521b744b945d,gemma4:12b,rule_rag,bags,1,63,0.25,0.25,,1.5873015873015872
case-e5e81d227b73dbf2,gemma4:12b,no_rag,bags,1,60,0.0,0.0,,0.0
case-e5e81d227b73dbf2,gemma4:12b,rule_rag,bags,1,57,0.42857142857142855,0.42857142857142855,,5.2631578947368425
case-9e44a7b05917d5b8,gemma4:12b,no_rag,bags,1,61,0.0,0.0,,0.0
case-9e44a7b05917d5b8,gemma4:12b,rule_rag,bags,1,60,0.25,0.25,,1.6666666666666667
case-645431198b322bb7,gemma4:12b,no_rag,bags,1,61,0.3333333333333333,0.3333333333333333,,1.639344262295082
case-645431198b322bb7,gemma4:12b,rule_rag,bags,1,60,0.0,0.0,,0.0
case-ba8022d57a581386,gemma4:12b,no_rag,bags,1,67,0.5,0.5,,2.985074626865672
case-ba8022d57a581386,gemma4:12b,rule_rag,bags,1,67,0.0,0.0,,0.0
case-9028ec514732880f,gemma4:12b,no_rag,bags,1,63,0.0,0.0,,0.0
case-9028ec514732880f,gemma4:12b,rule_rag,bags,1,67,0.4,0.4,,2.985074626865672
case-e4cf2bf6d0aed2c7,gemma4:12b,no_rag,bags,2,59,0.0,0.0,,0.0
case-e4cf2bf6d0aed2c7,gemma4:12b,rule_rag,bags,2,65,0.3333333333333333,0.3333333333333333,,1.5384615384615385
case-cccc6d3f8efab00d,gemma4:12b,no_rag,bags,2,72,0.0,0.0,,0.0
case-cccc6d3f8efab00d,gemma4:12b,rule_rag,bags,2,66,0.0,0.0,,0.0
case-4758f4873e0ee799,gemma4:12b,no_rag,bags,2,65,0.0,0.0,,0.0
case-4758f4873e0ee799,gemma4:12b,rule_rag,bags,2,65,0.0,0.0,,0.0
case-53a4758c0e8ecd58,gemma4:12b,no_rag,bags,1,65,0.18181818181818182,0.18181818181818182,0.0,3.076923076923077
case-53a4758c0e8ecd58,gemma4:12b,rule_rag,bags,1,64,0.3333333333333333,0.3333333333333333,,1.5625
case-4111a07241e7e7be,gemma4:12b,no_rag,bags,2,65,0.0,0.0,,0.0
case-4111a07241e7e7be,gemma4:12b,rule_rag,bags,2,60,0.5,0.5,,3.3333333333333335
case-5779f1937844ea96,gemma4:12b,no_rag,bags,1,63,0.0,0.0,,0.0
case-5779f1937844ea96,gemma4:12b,rule_rag,bags,1,58,0.2,0.2,,1.7241379310344827
case-0cf08d1b57986cc4,gemma4:12b,no_rag,bags,1,68,0.0,0.0,,0.0
case-0cf08d1b57986cc4,gemma4:12b,rule_rag,bags,1,65,0.2,0.2,0.0,1.5384615384615385
case-f4ac372b14ce4136,gemma4:12b,no_rag,bags,1,61,0.0,0.0,,0.0
case-f4ac372b14ce4136,gemma4:12b,rule_rag,bags,1,57,0.5,0.5,,1.7543859649122806
case-67c6998df1f930ae,gemma4:12b,no_rag,bags,1,69,0.0,0.0,,0.0
case-67c6998df1f930ae,gemma4:12b,rule_rag,bags,1,63,0.0,0.0,,0.0
case-b037c9fc62dbf352,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-b037c9fc62dbf352,gemma4:12b,rule_rag,bags,1,65,0.2,0.2,,1.5384615384615385
case-41b19503ef1947ed,gemma4:12b,no_rag,bags,2,66,0.0,0.0,,0.0
case-41b19503ef1947ed,gemma4:12b,rule_rag,bags,2,64,0.0,0.0,,0.0
case-d8730b5bc0b68e64,gemma4:12b,no_rag,bags,3,64,0.0,0.0,,0.0
case-d8730b5bc0b68e64,gemma4:12b,rule_rag,bags,3,71,0.25,0.25,,1.408450704225352
case-3be1225fa67be46e,gemma4:12b,no_rag,bags,5,65,0.375,0.375,0.0,4.615384615384615
case-3be1225fa67be46e,gemma4:12b,rule_rag,bags,5,64,0.5,0.5,,3.125
case-3eb40c68f1ff916e,gemma4:12b,rule_rag,bags,1,65,0.16666666666666666,0.16666666666666666,,1.5384615384615385
case-3dd083e2ddff706c,gemma4:12b,no_rag,bags,1,66,0.0,0.0,0.0,0.0
case-3dd083e2ddff706c,gemma4:12b,rule_rag,bags,1,62,0.0,0.0,0.0,0.0
case-4f6d832d666d2d76,gemma4:12b,no_rag,bags,2,62,0.0,0.0,,0.0
case-4f6d832d666d2d76,gemma4:12b,rule_rag,bags,2,67,0.3333333333333333,0.3333333333333333,,1.492537313432836
case-379b8e3aaf19ff9a,gemma4:12b,no_rag,bags,1,64,0.0,0.0,,0.0
case-379b8e3aaf19ff9a,gemma4:12b,rule_rag,bags,1,62,0.75,0.75,,4.838709677419355
case-9191aa71073cdd07,gemma4:12b,no_rag,bags,1,66,0.0,0.0,,0.0
case-9191aa71073cdd07,gemma4:12b,rule_rag,bags,1,55,0.0,0.0,,0.0
case-407c89e927b9e857,gemma4:12b,no_rag,bags,2,62,0.0,0.0,,0.0
case-407c89e927b9e857,gemma4:12b,rule_rag,bags,2,64,0.2,0.2,,1.5625
case-b085a2007e479de4,gemma4:12b,no_rag,bags,1,65,0.0,0.0,,0.0
case-b085a2007e479de4,gemma4:12b,rule_rag,bags,1,57,0.25,0.25,,1.7543859649122806
case-9f9ab290e71396f1,gemma4:12b,no_rag,bags,1,63,0.0,0.0,,0.0
case-9f9ab290e71396f1,gemma4:12b,rule_rag,bags,1,58,0.25,0.25,,1.7241379310344827
case-144767dc6e2b0cde,gemma4:12b,no_rag,bags,1,66,0.0,0.0,,0.0
case-144767dc6e2b0cde,gemma4:12b,rule_rag,bags,1,59,0.14285714285714285,0.14285714285714285,,1.694915254237288
case-d0140f16bf394914,gemma4:12b,no_rag,bags,2,65,0.0,0.0,,0.0
case-d0140f16bf394914,gemma4:12b,rule_rag,bags,2,65,0.5454545454545454,0.5454545454545454,0.0,9.23076923076923
case-a8a9b3bec9d6fc20,gemma4:12b,no_rag,bags,2,68,0.0,0.0,,0.0
case-a8a9b3bec9d6fc20,gemma4:12b,rule_rag,bags,2,64,0.2857142857142857,0.2857142857142857,0.0,3.125
case-e8681adc824f3196,gemma4:12b,no_rag,bags,2,63,0.2,0.2,0.0,1.5873015873015872
case-e8681adc824f3196,gemma4:12b,rule_rag,bags,2,67,0.5,0.5,,2.985074626865672
case-f3492c1f8397e32e,gemma4:12b,no_rag,bags,1,66,0.0,0.0,,0.0
case-f3492c1f8397e32e,gemma4:12b,rule_rag,bags,1,64,0.0,0.0,,0.0
case-d08ee46581417121,gemma4:12b,no_rag,bags,1,64,0.0,0.0,,0.0
case-d08ee46581417121,gemma4:12b,rule_rag,bags,1,64,0.5,0.5,,4.6875
case-c3a0bf452a50d600,gemma4:12b,no_rag,bags,1,62,0.0,0.0,,0.0
case-c3a0bf452a50d600,gemma4:12b,rule_rag,bags,1,57,0.3333333333333333,0.3333333333333333,,3.508771929824561
case-e2e32d77f07807ca,gemma4:12b,no_rag,bags,2,67,0.0,0.0,,0.0
case-e2e32d77f07807ca,gemma4:12b,rule_rag,bags,2,65,0.2,0.2,,1.5384615384615385
case-051b60b8ffa574ab,gemma4:12b,no_rag,bags,1,57,0.0,0.0,,0.0
case-051b60b8ffa574ab,gemma4:12b,rule_rag,bags,1,68,0.0,0.0,,0.0
case-0f21fb9ebf941daa,gemma4:12b,no_rag,bags,1,66,0.0,0.0,,0.0
case-0f21fb9ebf941daa,gemma4:12b,rule_rag,bags,1,60,0.0,0.0,,0.0
case-ed912d244f3f932b,gemma4:12b,no_rag,bags,2,61,0.0,0.0,,0.0
case-ed912d244f3f932b,gemma4:12b,rule_rag,bags,2,55,0.5,0.5,,1.8181818181818181
case-9c2513a91d9d2dc1,gemma4:12b,no_rag,bags,1,66,0.0,0.0,,0.0
case-9c2513a91d9d2dc1,gemma4:12b,rule_rag,bags,1,67,0.4,0.4,,2.985074626865672
case-d327576807f09afc,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-d327576807f09afc,gemma4:12b,rule_rag,bags,1,69,0.6666666666666666,0.6666666666666666,,2.898550724637681
case-5f37164cb86235fd,gemma4:12b,no_rag,bags,1,65,0.0,0.0,,0.0
case-5f37164cb86235fd,gemma4:12b,rule_rag,bags,1,61,0.3333333333333333,0.3333333333333333,,1.639344262295082
case-9cdfb15673951b1f,gemma4:12b,no_rag,bags,2,66,0.0,0.0,,0.0
case-9cdfb15673951b1f,gemma4:12b,rule_rag,bags,2,65,0.0,0.0,,0.0
case-5d45076ad4db3f96,gemma4:12b,no_rag,bags,1,64,0.0,0.0,,0.0
case-5d45076ad4db3f96,gemma4:12b,rule_rag,bags,1,57,0.3333333333333333,0.3333333333333333,,1.7543859649122806
case-38d9daf56c8a259d,gemma4:12b,no_rag,bags,2,65,0.0,0.0,,0.0
case-38d9daf56c8a259d,gemma4:12b,rule_rag,bags,2,65,0.3333333333333333,0.3333333333333333,,3.076923076923077
case-6c5e1609dbb6eae0,gemma4:12b,no_rag,bags,2,65,0.0,0.0,,0.0
case-6c5e1609dbb6eae0,gemma4:12b,rule_rag,bags,2,67,0.0,0.0,0.0,0.0
case-92dc09e7ba228fbd,gemma4:12b,no_rag,bags,2,60,0.0,0.0,,0.0
case-92dc09e7ba228fbd,gemma4:12b,rule_rag,bags,2,64,0.25,0.25,,1.5625
case-406ef596570d5195,gemma4:12b,no_rag,bags,2,65,0.0,0.0,,0.0
case-406ef596570d5195,gemma4:12b,rule_rag,bags,2,63,0.5,0.5,,3.1746031746031744
case-1ef79624a6769a14,gemma4:12b,no_rag,bags,2,64,0.0,0.0,,0.0
case-1ef79624a6769a14,gemma4:12b,rule_rag,bags,2,63,0.4,0.4,,3.1746031746031744
case-861fbfd66c1db78e,gemma4:12b,no_rag,bags,2,65,0.0,0.0,,0.0
case-861fbfd66c1db78e,gemma4:12b,rule_rag,bags,2,70,0.6,0.6,,4.285714285714286
case-82497394371f880d,gemma4:12b,no_rag,bags,2,59,0.0,0.0,,0.0
case-82497394371f880d,gemma4:12b,rule_rag,bags,2,67,0.4,0.4,,2.985074626865672
case-776fde673d514594,gemma4:12b,no_rag,bags,1,68,0.125,0.125,,1.4705882352941178
case-776fde673d514594,gemma4:12b,rule_rag,bags,1,61,0.75,0.75,0.0,9.836065573770492
case-681f473ec49877ad,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-681f473ec49877ad,gemma4:12b,rule_rag,bags,1,61,0.2,0.2,,1.639344262295082
case-95aa186e95b8252d,gemma4:12b,no_rag,bags,1,64,0.0,0.0,,0.0
case-95aa186e95b8252d,gemma4:12b,rule_rag,bags,1,62,0.2,0.2,,1.6129032258064515
case-953fde98d1e16d32,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-953fde98d1e16d32,gemma4:12b,rule_rag,bags,1,57,0.2857142857142857,0.2857142857142857,,3.508771929824561
case-39ea475eb27ebcb7,gemma4:12b,no_rag,bags,1,60,0.5,0.5,,6.666666666666667
case-39ea475eb27ebcb7,gemma4:12b,rule_rag,bags,1,62,0.25,0.25,,1.6129032258064515
case-5188b28e55707a58,gemma4:12b,no_rag,bags,1,59,0.0,0.0,,0.0
case-5188b28e55707a58,gemma4:12b,rule_rag,bags,1,67,0.16666666666666666,0.16666666666666666,,1.492537313432836
case-408f75421d71ce1c,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-408f75421d71ce1c,gemma4:12b,rule_rag,bags,1,64,0.25,0.25,,1.5625
case-7e2813816192d597,gemma4:12b,no_rag,bags,2,64,0.0,0.0,,0.0
case-7e2813816192d597,gemma4:12b,rule_rag,bags,2,69,0.6,0.6,,4.3478260869565215
case-d48012afabfc541c,gemma4:12b,no_rag,bags,1,61,0.0,0.0,,0.0
case-d48012afabfc541c,gemma4:12b,rule_rag,bags,1,65,0.14285714285714285,0.14285714285714285,,1.5384615384615385
case-64e7395e07e61a9d,gemma4:12b,no_rag,bags,1,66,0.0,0.0,,0.0
case-64e7395e07e61a9d,gemma4:12b,rule_rag,bags,1,64,0.2,0.2,0.0,1.5625
case-0c8fe6d54112ca26,gemma4:12b,no_rag,bags,1,66,0.0,0.0,,0.0
case-0c8fe6d54112ca26,gemma4:12b,rule_rag,bags,1,52,0.0,0.0,,0.0
case-f906a1612d7bfaf4,gemma4:12b,no_rag,bags,2,60,0.0,0.0,,0.0
case-f906a1612d7bfaf4,gemma4:12b,rule_rag,bags,2,60,0.16666666666666666,0.16666666666666666,0.0,1.6666666666666667
case-7669e4ccfa55bdb9,gemma4:12b,no_rag,bags,1,69,0.0,0.0,,0.0
case-7669e4ccfa55bdb9,gemma4:12b,rule_rag,bags,1,60,0.25,0.25,,1.6666666666666667
case-e3b7ada098e4e660,gemma4:12b,no_rag,bags,1,60,0.0,0.0,,0.0
case-e3b7ada098e4e660,gemma4:12b,rule_rag,bags,1,62,0.25,0.25,,1.6129032258064515
case-0cac5b9e1c55b529,gemma4:12b,no_rag,bags,2,63,0.0,0.0,,0.0
case-0cac5b9e1c55b529,gemma4:12b,rule_rag,bags,2,66,0.5,0.5,,3.0303030303030303
case-97d49b42c7a1c1ea,gemma4:12b,rule_rag,bags,2,66,0.0,0.0,,0.0
case-941b6898c1efe7f7,gemma4:12b,no_rag,bags,1,60,0.0,0.0,,0.0
case-941b6898c1efe7f7,gemma4:12b,rule_rag,bags,1,62,0.25,0.25,,1.6129032258064515
case-c6ac63bc155a7ef3,gemma4:12b,no_rag,bags,1,61,0.0,0.0,,0.0
case-c6ac63bc155a7ef3,gemma4:12b,rule_rag,bags,1,64,0.0,0.0,,0.0
case-664b08b67fb50a5b,gemma4:12b,no_rag,bags,1,61,0.3333333333333333,0.3333333333333333,,1.639344262295082
case-664b08b67fb50a5b,gemma4:12b,rule_rag,bags,1,64,0.25,0.25,,1.5625
case-4e70ab460f6ed638,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-4e70ab460f6ed638,gemma4:12b,rule_rag,bags,1,59,0.25,0.25,,1.694915254237288
case-d8aadaa848419451,gemma4:12b,no_rag,bags,2,64,0.0,0.0,,0.0
case-d8aadaa848419451,gemma4:12b,rule_rag,bags,2,64,0.0,0.25,,0.0
case-a2619279a3bf0f1a,gemma4:12b,no_rag,bags,2,65,0.14285714285714285,0.14285714285714285,0.0,1.5384615384615385
case-a2619279a3bf0f1a,gemma4:12b,rule_rag,bags,2,64,0.5,0.5,,3.125
case-f08fafec9f844279,gemma4:12b,no_rag,bags,1,60,0.0,0.0,0.0,0.0
case-f08fafec9f844279,gemma4:12b,rule_rag,bags,1,59,0.625,0.625,,8.474576271186441
case-21c592c32bd06035,gemma4:12b,no_rag,bags,2,65,0.0,0.0,,0.0
case-21c592c32bd06035,gemma4:12b,rule_rag,bags,2,66,0.0,0.0,,0.0
case-f2a13c1c554006a4,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-f2a13c1c554006a4,gemma4:12b,rule_rag,bags,1,67,0.14285714285714285,0.14285714285714285,,1.492537313432836
case-0cc5d527ad1c2086,gemma4:12b,no_rag,bags,2,66,0.0,0.0,,0.0
case-0cc5d527ad1c2086,gemma4:12b,rule_rag,bags,2,63,0.25,0.25,,1.5873015873015872
case-3209b8c790555b79,gemma4:12b,no_rag,bags,3,59,0.0,0.0,,0.0
case-3209b8c790555b79,gemma4:12b,rule_rag,bags,3,64,0.4,0.4,,3.125
case-df79d6879298453f,gemma4:12b,no_rag,bags,1,64,0.3333333333333333,0.3333333333333333,,1.5625
case-df79d6879298453f,gemma4:12b,rule_rag,bags,1,61,0.0,0.0,,0.0
case-316409483c6b15d0,gemma4:12b,no_rag,bags,1,63,0.0,0.0,,0.0
case-316409483c6b15d0,gemma4:12b,rule_rag,bags,1,55,0.2,0.2,,1.8181818181818181
case-69bfed4abebbc311,gemma4:12b,no_rag,bags,1,65,0.0,0.0,,0.0
case-69bfed4abebbc311,gemma4:12b,rule_rag,bags,1,65,0.2,0.2,,1.5384615384615385
case-e2d8dffd7209135f,gemma4:12b,no_rag,bags,2,60,0.0,0.0,,0.0
case-e2d8dffd7209135f,gemma4:12b,rule_rag,bags,2,64,0.0,0.0,,0.0
case-0693c9edf972beff,gemma4:12b,no_rag,bags,1,64,0.0,0.0,,0.0
case-0693c9edf972beff,gemma4:12b,rule_rag,bags,1,62,0.0,0.0,,0.0
case-6d1d81849f570950,gemma4:12b,no_rag,bags,1,61,0.25,0.25,0.0,1.639344262295082
case-6d1d81849f570950,gemma4:12b,rule_rag,bags,1,68,0.0,0.0,,0.0
case-8669af248b389185,gemma4:12b,no_rag,bags,2,64,0.0,0.0,,0.0
case-8669af248b389185,gemma4:12b,rule_rag,bags,2,68,0.3333333333333333,0.3333333333333333,,2.9411764705882355
case-04f411a897ac7ef9,gemma4:12b,no_rag,bags,1,64,0.0,0.0,,0.0
case-04f411a897ac7ef9,gemma4:12b,rule_rag,bags,1,61,0.25,0.25,,1.639344262295082
case-af02867d30624d47,gemma4:12b,no_rag,bags,2,63,0.0,0.0,,0.0
case-af02867d30624d47,gemma4:12b,rule_rag,bags,2,68,0.16666666666666666,0.16666666666666666,,1.4705882352941178
case-4c270f35981150c9,gemma4:12b,no_rag,bags,2,64,0.0,0.0,,0.0
case-4c270f35981150c9,gemma4:12b,rule_rag,bags,2,64,0.0,0.0,,0.0
case-c6f16cfcaae0bc3c,gemma4:12b,no_rag,bags,1,61,0.0,0.0,,0.0
case-c6f16cfcaae0bc3c,gemma4:12b,rule_rag,bags,1,57,0.0,0.0,,0.0
case-f05b60a817f02dcf,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-f05b60a817f02dcf,gemma4:12b,rule_rag,bags,1,69,0.2,0.2,,1.4492753623188406
case-41819020e1bc7aac,gemma4:12b,no_rag,bags,1,64,0.0,0.0,,0.0
case-41819020e1bc7aac,gemma4:12b,rule_rag,bags,1,64,0.0,0.0,,0.0
case-d78b871ae57c7a59,gemma4:12b,no_rag,bags,1,62,0.0,0.0,,0.0
case-d78b871ae57c7a59,gemma4:12b,rule_rag,bags,1,60,0.75,0.75,,5.0
case-07a04fef92ba12c1,gemma4:12b,no_rag,bags,1,59,0.0,0.0,,0.0
case-07a04fef92ba12c1,gemma4:12b,rule_rag,bags,1,59,0.25,0.25,,1.694915254237288
case-a26a5d77e1031c70,gemma4:12b,no_rag,bags,1,59,0.0,0.0,,0.0
case-a26a5d77e1031c70,gemma4:12b,rule_rag,bags,1,63,0.16666666666666666,0.16666666666666666,,1.5873015873015872
case-0e9bfb5fc191165c,gemma4:12b,no_rag,bags,1,67,0.0,0.0,,0.0
case-0e9bfb5fc191165c,gemma4:12b,rule_rag,bags,1,51,0.6666666666666666,0.6666666666666666,,3.9215686274509802
case-e429feb0c2a9f49c,llama3.1:8b-instruct-q8_0,no_rag,tops,1,70,0.0,0.0,,0.0
case-e429feb0c2a9f49c,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,72,0.3333333333333333,0.3333333333333333,,2.7777777777777777
case-c2ea09f4e654ee14,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,62,0.16666666666666666,0.16666666666666666,,1.6129032258064515
case-1c7225eeebc390f4,llama3.1:8b-instruct-q8_0,no_rag,tops,1,57,0.0,0.0,,0.0
case-919baac95ca88066,llama3.1:8b-instruct-q8_0,no_rag,tops,1,59,0.0,0.0,,0.0
case-919baac95ca88066,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,68,0.2857142857142857,0.2857142857142857,,2.9411764705882355
case-af84513c121c7811,llama3.1:8b-instruct-q8_0,no_rag,tops,1,58,0.3333333333333333,0.3333333333333333,,1.7241379310344827
case-af84513c121c7811,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,66,0.0,0.0,,0.0
case-1becd8554ecaa063,llama3.1:8b-instruct-q8_0,no_rag,tops,2,62,0.0,0.0,,0.0
case-1becd8554ecaa063,llama3.1:8b-instruct-q8_0,rule_rag,tops,2,68,0.4,0.4,,2.9411764705882355
case-23100c6fb3b44e88,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,73,0.0,0.0,,0.0
case-47ae7d461877e5d1,llama3.1:8b-instruct-q8_0,no_rag,tops,1,59,0.0,0.0,,0.0
case-3db7cb0b016641de,llama3.1:8b-instruct-q8_0,no_rag,tops,1,67,0.0,0.0,0.0,0.0
case-3db7cb0b016641de,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,71,0.6666666666666666,0.6666666666666666,,2.816901408450704
case-2d6a99b75f885593,llama3.1:8b-instruct-q8_0,no_rag,tops,1,66,0.14285714285714285,0.14285714285714285,0.0,1.5151515151515151
case-2d6a99b75f885593,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,69,0.16666666666666666,0.16666666666666666,,1.4492753623188406
case-d0b1e265804f2872,llama3.1:8b-instruct-q8_0,no_rag,tops,1,67,0.0,0.0,,0.0
case-d0b1e265804f2872,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,74,0.0,0.0,0.0,0.0
case-094db2a4cbd25ec7,llama3.1:8b-instruct-q8_0,no_rag,tops,1,59,0.3333333333333333,0.3333333333333333,,1.694915254237288
case-094db2a4cbd25ec7,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,64,0.2,0.2,,1.5625
case-ef347392f6aba290,llama3.1:8b-instruct-q8_0,no_rag,tops,1,59,0.0,0.0,,0.0
case-ef347392f6aba290,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,63,0.125,0.125,,1.5873015873015872
case-8ed19313c52a2a9e,llama3.1:8b-instruct-q8_0,no_rag,tops,1,63,0.0,0.0,,0.0
case-8ed19313c52a2a9e,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,69,0.14285714285714285,0.14285714285714285,,1.4492753623188406
case-589fe5f6da25a6f1,llama3.1:8b-instruct-q8_0,no_rag,tops,1,60,0.0,0.0,,0.0
case-589fe5f6da25a6f1,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,71,0.16666666666666666,0.16666666666666666,,1.408450704225352
case-cf60faf5d470f130,llama3.1:8b-instruct-q8_0,no_rag,tops,1,70,0.0,0.0,0.0,0.0
case-cf60faf5d470f130,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,71,0.0,0.0,0.0,0.0
case-b84372a3927144c5,llama3.1:8b-instruct-q8_0,no_rag,tops,2,57,0.0,0.0,,0.0
case-b84372a3927144c5,llama3.1:8b-instruct-q8_0,rule_rag,tops,2,67,0.25,0.25,,2.985074626865672
case-99bd2625e23132fa,llama3.1:8b-instruct-q8_0,no_rag,tops,1,64,0.0,0.0,,0.0
case-99bd2625e23132fa,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,72,0.3333333333333333,0.3333333333333333,,1.3888888888888888
case-2fc8f6828101e5ac,llama3.1:8b-instruct-q8_0,no_rag,tops,2,56,0.0,0.0,,0.0
case-2fc8f6828101e5ac,llama3.1:8b-instruct-q8_0,rule_rag,tops,2,67,0.0,0.0,,0.0
case-8f0f670d2da88e40,llama3.1:8b-instruct-q8_0,no_rag,tops,1,62,0.14285714285714285,0.14285714285714285,,1.6129032258064515
case-c30772c778470c1b,llama3.1:8b-instruct-q8_0,no_rag,tops,1,62,0.1,0.1,,1.6129032258064515
case-c30772c778470c1b,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,74,0.6666666666666666,0.6666666666666666,,10.81081081081081
case-4c2de2725e595ab7,llama3.1:8b-instruct-q8_0,no_rag,tops,1,61,0.0,0.0,0.0,0.0
case-4c2de2725e595ab7,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,67,0.25,0.25,0.0,2.985074626865672
case-23bf6bb2a780b76b,llama3.1:8b-instruct-q8_0,no_rag,tops,3,63,0.0,0.0,,0.0
case-23bf6bb2a780b76b,llama3.1:8b-instruct-q8_0,rule_rag,tops,3,74,0.3333333333333333,0.3333333333333333,,2.7027027027027026
case-3502648ffe08495a,llama3.1:8b-instruct-q8_0,no_rag,tops,3,53,0.0,0.0,,0.0
case-3502648ffe08495a,llama3.1:8b-instruct-q8_0,rule_rag,tops,3,72,0.75,0.75,0.0,4.166666666666667
case-ff7627d8332912be,llama3.1:8b-instruct-q8_0,no_rag,tops,1,57,0.0,0.0,,0.0
case-ff7627d8332912be,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,67,0.0,0.0,,0.0
case-1fc4df64ac242c0a,llama3.1:8b-instruct-q8_0,no_rag,tops,2,55,0.0,0.0,,0.0
case-1fc4df64ac242c0a,llama3.1:8b-instruct-q8_0,rule_rag,tops,2,67,0.6666666666666666,0.6666666666666666,,2.985074626865672
case-76bbf48e671bfd5a,llama3.1:8b-instruct-q8_0,no_rag,tops,2,58,0.0,0.0,0.0,0.0
case-76bbf48e671bfd5a,llama3.1:8b-instruct-q8_0,rule_rag,tops,2,65,0.3333333333333333,0.3333333333333333,,1.5384615384615385
case-99ee3c23efb6f2d2,llama3.1:8b-instruct-q8_0,no_rag,tops,2,60,0.0,0.0,,0.0
case-99ee3c23efb6f2d2,llama3.1:8b-instruct-q8_0,rule_rag,tops,2,64,0.0,0.0,,0.0
case-3b802060b9b2bb8e,llama3.1:8b-instruct-q8_0,no_rag,tops,1,60,0.0,0.0,,0.0
case-3b802060b9b2bb8e,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,67,0.0,0.0,,0.0
case-7704b746a54d342c,llama3.1:8b-instruct-q8_0,no_rag,tops,2,59,0.0,0.0,,0.0
case-7704b746a54d342c,llama3.1:8b-instruct-q8_0,rule_rag,tops,2,65,0.0,0.0,,0.0
case-2ae8ee00828c7c73,llama3.1:8b-instruct-q8_0,no_rag,tops,1,58,0.0,0.0,0.0,0.0
case-2ae8ee00828c7c73,llama3.1:8b-instruct-q8_0,rule_rag,tops,1,72,0.6666666666666666,0.6666666666666666,,2.7777777777777777
